Title,Title_URL,Image,counterowl,bags,Date,Price,displayflex,Info,Info1,limitline
"
						Chính chủ cần bán đất trồng cây lâu năm tai Bình Chánh, có xây hàng rào sẵn giá 4ty400, diện tích 420m2
					",https://nhadatvui.vn/ban-nha-rieng-thi-tran-tan-tuc-huyen-binh-chanh/chinh-chu-can-ban-dat-trong-cay-lau-nam-tai-binh-chanh-co-xay-hang-rao-san-gia-4ty400-dien-tich-420m21655121861,https://file.maumau.vn/public/nhadatvui/uploads/images/442aac017fedb65648703837781e2a21.jpg,3,Bán,13/6/2022,4.4 tỷ,420 m² ,,,"
							Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Hồ Chí Minh
						"
"
						Nhà hẻm 80 Hoàng Hoa Thám, 3.5 x 12m, 5.2 tỷ, 2 lầu, Bình Thạnh
					",https://nhadatvui.vn/ban-nha-rieng-phuong-6-quan-binh-thanh/nha-hem-80-hoang-hoa-tham-3-5-x-12m-5-2-ty-2-lau-binh-thanh1655121062,https://file.maumau.vn/public/nhadatvui/uploads/images/a3fa590677a16cd8d39aeaa28fbe886c.jpg,3,Bán,13/6/2022,5.2 tỷ,42 m² ,,,"
							Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, Hồ Chí Minh
						"
"
						Bán nhà tặng toàn bộ nội thất ngang 4.65m sổ hồng riêng đường 10 Linh Xuân
					",https://nhadatvui.vn/ban-nha-rieng-phuong-truong-tho-tp-thu-duc/ban-nha-tang-toan-bo-noi-that-ngang-4-65m-so-hong-rieng-duong-10-linh-xuan1655118062,https://file.maumau.vn/public/nhadatvui/uploads/images/86d91539c736742f39bd437fc1904b48.jpg,4,Bán,13/6/2022,5 tỷ,67 m² ,2,1,"
							Đường số 10, Phường Trường Thọ, Tp. Thủ Đức, Hồ Chí Minh
						"
"
						Cần bán gấp nhà riêng 47m phố Kim Đồng, kinh doanh, ngõ ô tô tránh
					",https://nhadatvui.vn/ban-nha-rieng-phuong-giap-bat-quan-hoang-mai/can-ban-gap-nha-rieng-47m-pho-kim-dong-kinh-doanh-ngo-o-to-tranh1655115965,https://file.maumau.vn/public/nhadatvui/uploads/images/166b67b2c059886cd02607c1c0e21678.jpg,5,Bán,13/6/2022,15 tỷ,47 m² ,5,4,"
							Phố Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội
						"
"
						Bán CCMN Lê Trọng Tấn, Thanh Xuân, oto, dòng tiền hơn 1 tỷ/ năm, giá 16 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-phuong-liet-quan-thanh-xuan/ban-ccmn-le-trong-tan-thanh-xuan-oto-dong-tien-hon-1-ty-nam-gia-16-ty1655113340,https://file.maumau.vn/public/nhadatvui/uploads/images/119c43cdbe65806be767ea68d876e36a.jpg,3,Bán,13/6/2022,16 tỷ,78 m² ,,,"
							Lê Trọng Tấn, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội
						"
"
						Nhà đẹp Võ Chí Công, sang trọng, giá mềm, cạnh Viện Tim, giá 5.6 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-xuan-la-quan-tay-ho/nha-dep-vo-chi-cong-sang-trong-gia-mem-canh-vien-tim-gia-5-6-ty1655112244,https://file.maumau.vn/public/nhadatvui/uploads/images/a5efe83a744cc74e1ced35a92375a70e.jpg,3,Bán,13/6/2022,5.7 tỷ,40 m² ,5,5,"
							Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội
						"
"
						Nhà mới 1T1L trung tâm Linh chiểu gần Vincom Thủ Đức DT 50m2 full thổ SHR vào ở ngay
					",https://nhadatvui.vn/ban-nha-rieng-phuong-linh-chieu-tp-thu-duc/hang-hiem-nha-moi-1t1l-trung-tam-linh-chieu-gan-vincom-thu-duc-dt-50m2-full-tho-shr-vao-o-ngay1655112023,https://file.maumau.vn/public/nhadatvui/uploads/images/13855cd0a1f3295309002217b4408e0d.jpg,9,Bán,13/6/2022,3.55 tỷ,50 m² ,2,2,"
							Đường số 14, Phường Linh Chiểu, Tp. Thủ Đức, Hồ Chí Minh
						"
"
						Nhà đẹp kiên cố 1T3L KDC VIP đường 8m thông sát mặt tiền Hoàng Diệu 2 Linh Chiểu vào ở ngay giá tốt
					",https://nhadatvui.vn/ban-nha-rieng-phuong-linh-chieu-tp-thu-duc/nha-dep-kien-co-1t3l-kdc-vip-duong-8m-thong-sat-mat-tien-hoang-dieu-2-linh-chieu-vao-o-ngay-gia-tot1655111708,https://file.maumau.vn/public/nhadatvui/uploads/images/70469b4298a1acbbf41ff59016ce24d9.jpg,4,Bán,13/6/2022,12 tỷ,84 m² ,4,4,"
							Hoàng Diệu 2, Phường Linh Chiểu, Tp. Thủ Đức, Hồ Chí Minh
						"
"
						Phố Vọng, Trần Đại Nghĩa, 5 tầng 76m2, biệt phủ vườn cây hồ cá, ngõ nông
					",https://nhadatvui.vn/ban-nha-rieng-phuong-dong-tam-quan-hai-ba-trung/pho-vong-tran-dai-nghia-5-tang-76m2-biet-phu-vuon-cay-ho-ca-ngo-nong-lien-he-ngay1655111464,https://file.maumau.vn/public/nhadatvui/uploads/images/b435662e9e01311e6d7b4f9ad6bd0137.jpg,3,Bán,13/6/2022,10.2 tỷ,76 m² ,5,5,"
							Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội
						"
"
						Chính chủ cần bán dãy trọ 2 mặt tiền Đ. số 13, P. Linh Xuân, Quận Thủ Đức, TP.Thủ Đức
					",https://nhadatvui.vn/ban-nha-rieng-phuong-linh-xuan-tp-thu-duc/-chinh-chu-can-day-tro-2-mat-tien-d-so-13-p-linh-xuan-quan-thu-duc-tp-thu-duc1655111382,https://file.maumau.vn/public/nhadatvui/uploads/images/71e7bc2d97ac0528eec895de2f305826.png,12,Bán,13/6/2022,6.5 tỷ,132 m² ,5,5,"
							Đường số 13, Phường Linh Xuân, Tp. Thủ Đức, Hồ Chí Minh
						"
"
						(Phú Nhuận) hẻm 1 sẹc, Trần Khắc Chân, 3.7 x 12m, 2 lầu, 4 tỷ 950
					",https://nhadatvui.vn/ban-nha-rieng-phuong-9-quan-phu-nhuan/-phu-nhuan-hem-1-sec-tran-khac-chan-3-7-x-12m-2-lau-4-ty-9501655111143,https://file.maumau.vn/public/nhadatvui/uploads/images/9c65c279be803c21e33c2d00411d2870.jpg,5,Bán,13/6/2022,4.95 tỷ,44 m² ,,,"
							Trần Khắc Chân, Phường 9, Quận Phú Nhuận, Hồ Chí Minh
						"
"
						Nhà hẻm thông đường Nguyễn Tri Phương, phường 4, quận 10
					",https://nhadatvui.vn/ban-nha-rieng-phuong-4-quan-10/nha-dep-hem-thong-duong-nguyen-tri-phuong-phuong-4-quan-101655109966,https://file.maumau.vn/public/nhadatvui/uploads/images/9e9ab7b0753e02eaa09f95fd32086c7c.jpg,3,Bán,13/6/2022,12 tỷ,40 m² ,,,"
							Nguyễn Tri Phương, Phường 4, Quận 10, Hồ Chí Minh
						"
"
						(Tân Bình) nhà đẹp Huỳnh Văn Nghệ, 3 tỷ 550, 3.3 x 10m, 2 lầu
					",https://nhadatvui.vn/ban-nha-rieng-phuong-15-quan-tan-binh/-tan-binh-nha-dep-huynh-van-nghe-3-ty-550-3-3-x-10m-2-lau1655109453,https://file.maumau.vn/public/nhadatvui/uploads/images/f7f47bf95b295e4601fc8ac43491b828.jpg,3,Bán,13/6/2022,3.55 tỷ,33 m² ,,,"
							Huỳnh Văn Nghệ, Phường 15, Quận Tân Bình, Hồ Chí Minh
						"
"
						Bán nhà hoàn thiện Long Bình Tân, nhà mới xây nội thất hoàn thiện chưa ở ngày nào giá 4t950
					",https://nhadatvui.vn/ban-nha-rieng-phuong-long-binh-tan-tp-bien-hoa/ban-nha-hoan-thien-long-binh-tan-nha-moi-xay-noi-that-hoan-thien-chua-o-ngay-nao-gia-4t9501655109214,https://file.maumau.vn/public/nhadatvui/uploads/images/ce15c4d5166c51128b7e5931b6a0e442.jpg,11,Bán,13/6/2022,4.95 tỷ,84 m² ,3,3,"
							Đường Nguyễn Văn Tỏ, Phường Long Bình Tân, Tp. Biên Hòa, Đồng Nai
						"
"
						Bán gấp nhà phân chia tài sản khu vực Bình Hưng Hoà, Bình Tân
					",https://nhadatvui.vn/ban-nha-rieng-phuong-binh-hung-hoa-quan-binh-tan/ban-gap-nha-phan-chia-tai-san-khu-vuc-binh-hung-hoa-binh-tan1655108561,https://file.maumau.vn/public/nhadatvui/uploads/images/df28d78bc8cb6a72501339639c7a41bc.jpg,3,Bán,13/6/2022,6.48 tỷ,60 m² ,4,4,"
							Đương số 8, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh
						"
"
						Hẻm 3m (Tân Bình) 3.4 x 11m, 2 lầu, 4 tỷ700 bớt, Chữ Đồng Tử P7.
					",https://nhadatvui.vn/ban-nha-rieng-phuong-7-quan-tan-binh/hem-3m-tan-binh-3-4-x-11m-2-lau-4-ty700-bot-chu-dong-tu-p7-1655107809,https://file.maumau.vn/public/nhadatvui/uploads/images/b6a49d920220be0c13a7ac0e82e5b8fa.jpg,3,Bán,13/6/2022,4.7 tỷ,37 m² ,,,"
							Chữ Đồng Tử, Phường 7, Quận Tân Bình, Hồ Chí Minh
						"
"
						Nhà đẹp hẻm thông Mỹ Huề, Trung Chánh, Hóc Môn
					",https://nhadatvui.vn/ban-nha-rieng-xa-trung-chanh-huyen-hoc-mon/nha-dep-hem-thong-my-hue-trung-chanh-hoc-mon1655107304,https://file.maumau.vn/public/nhadatvui/uploads/images/570ad9d166193fe82059a98080be0f66.jpg,3,Bán,13/6/2022,5 tỷ,95 m² ,,,"
							Trung Mỹ Tân Xuân, Xã Trung Chánh, Huyện Hóc Môn, Hồ Chí Minh
						"
"
						Bán nhà 220/ Xô Viết Nghệ Tĩnh, 3.5 x 12m, 2 lầu, P15, Bình Thạnh
					",https://nhadatvui.vn/ban-nha-rieng-phuong-15-quan-binh-thanh/ban-nha-220-xo-viet-nghe-tinh-3-5-x-12m-2-lau-p15-binh-thanh1655106489,https://file.maumau.vn/public/nhadatvui/uploads/images/5dc994e08406470748d7fc5e8c3c244a.jpg,3,Bán,13/6/2022,5.2 tỷ,42 m² ,,,"
							Xô Viết Nghệ Tĩnh, Phường 15, Quận Bình Thạnh, Hồ Chí Minh
						"
"
						Nhà phố HXH 4 tầng bán 6,3 tỷ đường Huỳnh Tấn Phát Quận 7
					",https://nhadatvui.vn/ban-nha-rieng-phuong-phu-thuan-quan-7/-nha-pho-hxh-4-tang-ban-6-3-ty-duong-huynh-tan-phat-quan-7-1655105839,https://file.maumau.vn/public/nhadatvui/uploads/images/17860c23eec5daff95fc239304f85d86.jpg,10,Bán,13/6/2022,6.3 tỷ,64 m² ,4,4,"
							Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh
						"
"
						(Tân Phú) nhà đẹp Hồ Đắc Di, 3 tỷ 550, 3.3 x 10m, 2 lầu, 3PN
					",https://nhadatvui.vn/ban-nha-rieng-phuong-tay-thanh-quan-tan-phu/-tan-phu-nha-dep-ho-dac-di-3-ty-550-3-3-x-10m-2-lau-3pn1655105169,https://file.maumau.vn/public/nhadatvui/uploads/images/3ca1f6ac12e4e9f780d8f288f97d1d11.jpg,4,Bán,13/6/2022,3.55 tỷ,33 m² ,,,"
							Hồ Đắc Di, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh
						"
"
						Bán nhà đường số 33, An Phú, Quận 2 ngang 8m x 16m, HĐT 35tr/tháng giá chỉ: 26t
					",https://nhadatvui.vn/ban-nha-rieng-phuong-an-phu-tp-thu-duc/ban-nha-duong-so-33-an-phu-quan-2-ngang-8m-x-16m-hdt-35tr-thang-gia-chi-26t1655102642,https://file.maumau.vn/public/nhadatvui/uploads/images/ea7a8773588a43edcae183fba76f6cc8.jpg,3,Bán,13/6/2022,26 tỷ,128 m² ,,,"
							Đường số 33, Phường An Phú, Tp. Thủ Đức, Hồ Chí Minh
						"
"
						20 tỷ, sở hữu biệt thự mini 3 lầu đẹp, DT: 8 x 18m, gần Trần Não, P. Bình An, Q2
					",https://nhadatvui.vn/ban-nha-rieng-phuong-an-khanh-tp-thu-duc/20-ty-so-huu-biet-thu-mini-3-lau-dep-dt-8-x-18m-gan-tran-nao-p-binh-an-q21655102511,https://file.maumau.vn/public/nhadatvui/uploads/images/36f3bb8fe7d77dddda2b6554ef0f0088.jpg,3,Bán,13/6/2022,20 tỷ,130 m² ,,,"
							Đường số 9, Phường An Khánh, Tp. Thủ Đức, Hồ Chí Minh
						"
"
						Bán biệt thự nội thất cao cấp khu bảo vệ 280 Lương Đình Của, P. An Phú Q2 DT 7 x 22m trệt 3 lầu
					",https://nhadatvui.vn/ban-nha-rieng-phuong-an-phu-tp-thu-duc/ban-biet-thu-noi-that-cao-cap-khu-bao-ve-280-luong-dinh-cua-p-an-phu-q2-dt-7-x-22m-tret-3-lau1655102352,https://file.maumau.vn/public/nhadatvui/uploads/images/96d159d24ffe79afbbe112fa60f8cb9e.jpg,3,Bán,13/6/2022,24 tỷ,160 m² ,,,"
							Lương Định Của, Phường An Phú, Tp. Thủ Đức, Hồ Chí Minh
						"
"
						Nhà cũ gia đình cần bán 13,8 tỷ đường Trần Não, quận 2 diện tích 6x15m
					",https://nhadatvui.vn/ban-nha-rieng-phuong-an-khanh-tp-thu-duc/nha-cu-gia-dinh-can-ban-13-8-ty-duong-tran-nao-quan-2-dien-tich-6x15m1655101751,https://file.maumau.vn/public/nhadatvui/uploads/images/ca9176363e0f91a8c1f89b8d83629da2.jpg,3,Bán,13/6/2022,13.8 tỷ,90 m² ,,,"
							Trần Não, Phường An Khánh, Tp. Thủ Đức, Hồ Chí Minh
						"
"
						Cần bán gấp nhà mặt tiền đường Bùi Tá Hán, P. An Phú, Quận 2, hầm 4 tầng, giá 18,5 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-an-phu-tp-thu-duc/can-ban-gap-nha-mat-tien-duong-bui-ta-han-p-an-phu-quan-2-ham-4-tang-gia-18-5-ty1655101135,https://file.maumau.vn/public/nhadatvui/uploads/images/32428006ce568b596bcbde52b7c68f18.jpg,3,Bán,13/6/2022,18.5 tỷ,100 m² ,,,"
							Bùi Tá Hán, Phường An Phú, Tp. Thủ Đức, Hồ Chí Minh
						"
"
						Bán nhà mới khu Trần Não, P. Bình An, Quận 2, DTXD 293.7m2, 3 tầng lửng, sân thượng, sổ hồng
					",https://nhadatvui.vn/ban-nha-rieng-phuong-an-khanh-tp-thu-duc/ban-nha-moi-khu-tran-nao-p-binh-an-quan-2-dtxd-293-7m2-3-tang-lung-san-thuong-so-hong1655100993,https://file.maumau.vn/public/nhadatvui/uploads/images/1c42defa72b85784bc70357b79309c84.jpg,3,Bán,13/6/2022,17 tỷ,295 m² ,,,"
							Đường số 9, Phường An Khánh, Tp. Thủ Đức, Hồ Chí Minh
						"
"
						Bán nhà Huỳnh Văn Bánh, 3.7 x 11m, 3 lầu, 5 Tỷ 950, Phú Nhuận
					",https://nhadatvui.vn/ban-nha-rieng-phuong-11-quan-phu-nhuan/ban-nha-huynh-van-banh-3-7-x-11m-3-lau-5-ty-950-phu-nhuan1655099612,https://file.maumau.vn/public/nhadatvui/uploads/images/6044d6453b0bd004b1ac56f708ae0677.jpg,3,Bán,13/6/2022,5.95 tỷ,40 m² ,,,"
							Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Hồ Chí Minh
						"
"
						Nhà hẻm 442 Nơ Trang Long, 4.3 x 10.5m, 2 lầu, 5tỷ100, Bình Thạnh
					",https://nhadatvui.vn/ban-nha-rieng-phuong-13-quan-binh-thanh/nha-hem-442-no-trang-long-4-3-x-10-5m-2-lau-5ty100-binh-thanh1655098074,https://file.maumau.vn/public/nhadatvui/uploads/images/059fd07c0d72d8eb046faa1693a5ae19.jpg,3,Bán,13/6/2022,5.1 tỷ,45 m² ,,,"
							Nơ Trang Long, Phường 13, Quận Bình Thạnh, Hồ Chí Minh
						"
"
						Cần bán nhà phố MT phường Bình An quận 2, DT 4,37 x 15.5m, 1T, 2L giá 13.5 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-an-khanh-tp-thu-duc/can-ban-nha-pho-mt-phuong-binh-an-quan-2-dt-4-37-x-15-5m-1t-2l-gia-13-5-ty1655097694,https://file.maumau.vn/public/nhadatvui/uploads/images/45aeec7c817ff0057094f7d582240588.jpg,3,Bán,13/6/2022,14.5 tỷ,80 m² ,,,"
							Đường số 14, Phường An Khánh, Tp. Thủ Đức, Hồ Chí Minh
						"
"
						Bán nhà phố 3 tầng 5.5x20 đường nội bộ Trần Não 10m ngay chung cư bộ công an giá 16 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-an-khanh-tp-thu-duc/ban-nha-pho-3-tang-5-5x20-duong-noi-bo-tran-nao-10m-ngay-chung-cu-bo-cong-an-gia-16-ty1655097519,https://file.maumau.vn/public/nhadatvui/uploads/images/df9739ed50d6a55c5ad8bbaa3190ce28.jpg,3,Bán,13/6/2022,16 tỷ,110 m² ,,,"
							Trần Não, Phường An Khánh, Tp. Thủ Đức, Hồ Chí Minh
						"
"
						Bán nhà 1 trệt 1 lầu 90m2 đường số 8 phường Bình An Q2
					",https://nhadatvui.vn/ban-nha-rieng-phuong-an-khanh-tp-thu-duc/ban-nha-1-tret-1-lau-90m2-duong-so-8-phuong-binh-an-q21655097377,https://file.maumau.vn/public/nhadatvui/uploads/images/304e81357f5e09b03f847d3ec40227a3.jpg,3,Bán,13/6/2022,11.5 tỷ,90 m² ,,,"
							Đường số 8, Phường An Khánh, Tp. Thủ Đức, Hồ Chí Minh
						"
"
						Bán nhà The Vista P. An Phú Q2, giá 17.6tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-an-phu-tp-thu-duc/ban-nha-the-vista-p-an-phu-q2-gia-17-6ty1655097091,https://file.maumau.vn/public/nhadatvui/uploads/images/5d5a2acadb6428ba3bb998c7564b0e38.jpg,3,Bán,13/6/2022,17.6 tỷ,100 m² ,,,"
							An Phú, Phường An Phú, Tp. Thủ Đức, Hồ Chí Minh
						"
"
						Giảm giá nhà đường Trần Xuân Lê cực sốc giá chỉ hơn 3 tỷ để sở hữu căn nhà kiệt oto
					",https://nhadatvui.vn/ban-nha-rieng-phuong-hoa-khe-quan-thanh-khe/giam-gia-nha-duong-tran-xuan-le-cuc-soc-gia-chi-hon-3-ty-de-so-huu-can-nha-kiet-oto1655097083,https://file.maumau.vn/public/nhadatvui/uploads/images/7f65114a30ebf6f6301e3af8112786e1.jpg,8,Bán,13/6/2022,3.65 tỷ,50 m² ,3,4,"
							Đường Trần Xuân Lê, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng
						"
"
						Bán nhà hẻm xe hơi Đường 6 Bình An 4.5x20m giá 12 tỷ hợp đồng thuê 30tr/tháng
					",https://nhadatvui.vn/ban-nha-rieng-phuong-an-khanh-tp-thu-duc/ban-nha-hem-xe-hoi-duong-6-binh-an-4-5x20m-gia-12-ty-hop-dong-thue-30tr-thang1655096900,https://file.maumau.vn/public/nhadatvui/uploads/images/2eeb83dddd1b5063f6b4190a173c4e78.jpg,3,Bán,13/6/2022,12 tỷ,90 m² ,,,"
							Đường số 6, Phường An Khánh, Tp. Thủ Đức, Hồ Chí Minh
						"
"
						Chính chủ cần bán rất gấp nhà đường số 24A khu An Phú An Khánh 3 lầu 5*20m, giá 18 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-an-phu-tp-thu-duc/chinh-chu-can-ban-rat-gap-nha-duong-so-24a-khu-an-phu-an-khanh-3-lau-5-20m-gia-18-ty1655096752,https://file.maumau.vn/public/nhadatvui/uploads/images/7f760a493e86766127593bb5d5d541a0.jpg,3,Bán,13/6/2022,18 tỷ,100 m² ,,,"
							Đường số 24, Phường An Phú, Tp. Thủ Đức, Hồ Chí Minh
						"
"
						Nhà phố 3 tầng đường 10m, DT: 5x20m ngay cạnh Trần Lựu giá 16 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-an-phu-tp-thu-duc/nha-pho-3-tang-duong-10m-dt-5x20m-ngay-canh-tran-luu-gia-16-ty1655096592,https://file.maumau.vn/public/nhadatvui/uploads/images/e782e3cee1b8e8953dc248cbf35c0158.jpg,3,Bán,13/6/2022,16.5 tỷ,100 m² ,,,"
							Trần Lựu, Phường An Phú, Tp. Thủ Đức, Hồ Chí Minh
						"
"
						Cần bán 100m2, MT Lương Định Của, An Phú, Quận 2, giá chỉ 15 tỷ thương lượng
					",https://nhadatvui.vn/ban-nha-rieng-phuong-an-phu-tp-thu-duc/can-ban-100m2-mt-luong-dinh-cua-an-phu-quan-2-gia-chi-15-ty-thuong-luong1655096469,https://file.maumau.vn/public/nhadatvui/uploads/images/2d9a8585804aff85a7c06fc2e9465a52.jpg,3,Bán,13/6/2022,15 tỷ,100 m² ,,,"
							Lương Định Của, Phường An Phú, Tp. Thủ Đức, Hồ Chí Minh
						"
"
						Bán nhà, Bình Thạnh đẹp, 4 x 11m, Lê Quang Định, 5 tỷ 700 còn bớt
					",https://nhadatvui.vn/ban-nha-rieng-phuong-11-quan-binh-thanh/ban-nha-binh-thanh-dep-4-x-11m-le-quang-dinh-5-ty-700-con-bot1655096262,https://file.maumau.vn/public/nhadatvui/uploads/images/f88cd3aa5fe8f4643f7367ee958a8fd4.jpg,4,Bán,13/6/2022,5.7 tỷ,44 m² ,,,"
							Lê Quang Định, Phường 11, Quận Bình Thạnh, Hồ Chí Minh
						"
"
						Bán nhà Bình Thạnh, hẻm 3.5m, 44m2, chỉ 4 tỷ 800, Lê Quang Định
					",https://nhadatvui.vn/ban-nha-rieng-phuong-11-quan-binh-thanh/ban-nha-binh-thanh-hem-3-5m-44m2-chi-4-ty-800-le-quang-dinh1655093824,https://file.maumau.vn/public/nhadatvui/uploads/images/26998b59dd24e92532eebd1cb3549f09.jpg,3,Bán,13/6/2022,4.8 tỷ,44 m² ,,,"
							Lê Quang Định, Phường 11, Quận Bình Thạnh, Hồ Chí Minh
						"
"
						Bán nhà riêng 52m2, nhà VIP phố Đống Đa, full nội thất, gần ô tô
					",https://nhadatvui.vn/ban-nha-rieng-phuong-trung-liet-quan-dong-da/ban-nha-rieng-52m2-nha-vip-pho-dong-da-full-noi-that-gan-o-to1655093591,https://file.maumau.vn/public/nhadatvui/uploads/images/b402b421350eac39cca78ae314224b63.jpg,5,Bán,13/6/2022,8.5 tỷ,52 m² ,,,"
							Chùa Bộc, Phường Trung Liệt, Quận Đống Đa, Hà Nội
						"
"
						Nhà đẹp Bình Thạnh, 4.2 x 9m, 2 lầu, 4 Tỷ 900, Nguyễn Văn Đậu
					",https://nhadatvui.vn/ban-nha-rieng-phuong-7-quan-binh-thanh/nha-dep-binh-thanh-4-2-x-9m-2-lau-4-ty-900-nguyen-van-dau1655092849,https://file.maumau.vn/public/nhadatvui/uploads/images/cbae417d7666e23e7ea4360811069c28.jpg,4,Bán,13/6/2022,4.9 tỷ,37 m² ,,,"
							Nguyễn Văn Đậu, Phường 7, Quận Bình Thạnh, Hồ Chí Minh
						"
"
						Bán nhà hẻm 83 Đào Tông Nguyên, Thị trấn Nhà Bè
					",https://nhadatvui.vn/ban-nha-rieng-thi-tran-nha-be-huyen-nha-be/ban-nha-hem-83-dao-tong-nguyen-thi-tran-nha-be1655092310,https://file.maumau.vn/public/nhadatvui/uploads/images/0cc396710a396d92e710334de9936378.jpg,3,Bán,13/6/2022,6.9 tỷ,65 m² ,3,3,"
							Đào Tông Nguyên, Thị trấn Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh
						"
"
						Minh Khai 37m2 x 3 tầng, sổ riêng, hai mặt thoáng, ngõ thông, kinh doanh, 2,8 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-minh-khai-quan-hai-ba-trung/minh-khai-37m2-x-3-tang-so-rieng-hai-mat-thoang-ngo-thong-kinh-doanh-2-8-ty1655091536,https://file.maumau.vn/public/nhadatvui/uploads/images/9f7994f49545a20a1b324a3805b16fb2.jpg,3,Bán,13/6/2022,2.8 tỷ,37 m² ,2,3,"
							Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội
						"
"
						Bán nhà Hẻm Nguyễn Thị Nhỏ, 3.7 x 12.5m, 4 tỷ 700, P9 Tân Bình
					",https://nhadatvui.vn/ban-nha-rieng-phuong-9-quan-tan-binh/ban-nha-hem-nguyen-thi-nho-3-7-x-12-5m-4-ty-700-p9-tan-binh1655091096,https://file.maumau.vn/public/nhadatvui/uploads/images/6925e9e0bd494642bc5522aabcd2b193.jpg,3,Bán,13/6/2022,4.7 tỷ,46 m² ,,,"
							Nguyễn Thị Nhỏ, Phường 9, Quận Tân Bình, Hồ Chí Minh
						"
"
						Bán nhà Võ Thi Sáu, Hà Đông 41.5m2 x 5T, giá 4 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-quang-trung-quan-ha-dong/ban-nha-vo-thi-sau-ha-dong-41-5m2-x-5t-gia-4-ty1655090708,https://file.maumau.vn/public/nhadatvui/uploads/images/8464d8776d3537db118f7c8cac34e846.jpg,4,Bán,13/6/2022,4 tỷ,41.50 m² ,4,,"
							Võ Thị Sáu, Phường Quang Trung, Quận Hà Đông, Hà Nội
						"
"
						Bán nhà Nhuệ Giang, Hà Đông 43m2 x 5T, chỉ 4.6 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-yet-kieu-quan-ha-dong/ban-nha-nhue-giang-ha-dong-43m2-x-5t-chi-4-6-ty1655088695,https://file.maumau.vn/public/nhadatvui/uploads/images/c070bcafef625ffcf491dac9310c31f4.jpg,4,Bán,13/6/2022,4.6 tỷ,43 m² ,4,,"
							Nhuệ Giang, Phường Yết Kiêu, Quận Hà Đông, Hà Nội
						"
"
						Bán nhà ngã ba Chợ đầu mối Lê Hồng Phong, Liên Nghĩa, Đức Trọng
					",https://nhadatvui.vn/ban-nha-rieng-thi-tran-lien-nghia-huyen-duc-trong/ban-nha-nga-ba-cho-dau-moi-le-hong-phong-lien-nghia-duc-trong1655087929,https://file.maumau.vn/public/nhadatvui/uploads/images/2b529f6dea994aaf9a201ea3cec507bd.jpg,5,Bán,13/6/2022,7.5 tỷ,130 m² ,3,3,"
							69 Lê Hồng Phong, Thị trấn Liên Nghĩa, Huyện Đức Trọng, Lâm Đồng
						"
"
						Hẻm 3m (Bình Thạnh) 3.4 x 11m, 2 lầu, 4 tỷ700, Nguyễn Trung Trực
					",https://nhadatvui.vn/ban-nha-rieng-phuong-5-quan-binh-thanh/hem-3m-binh-thanh-3-4-x-11m-2-lau-4-ty700-nguyen-trung-truc1655086610,https://file.maumau.vn/public/nhadatvui/uploads/images/899e63cc3eaf8a2c8001c6221ca32724.jpg,3,Bán,13/6/2022,4.7 tỷ,37 m² ,,,"
							Nguyễn Trung Trực, Phường 5, Quận Bình Thạnh, Hồ Chí Minh
						"
"
						Nhà cấp 4 gần câu cá Quốc Thịnh, Tân Bình, Vĩnh Cửu, 84m2, giá 1 tỷ 580.
					",https://nhadatvui.vn/ban-nha-rieng-xa-tan-binh-huyen-vinh-cuu/nha-cap-4-gan-cau-ca-quoc-thinh-tan-binh-vinh-cuu-84m2-gia-1-ty-580-1655072283,https://file.maumau.vn/public/nhadatvui/uploads/images/1dbc8ca6d29c7cff8922fef948f1c2d6.jpg,5,Bán,13/6/2022,1.58 tỷ,84 m² ,2,1,"
							Hương Lộ 7, Xã Tân Bình, Huyện Vĩnh Cửu, Đồng Nai
						"
